subscription_id,start_date,end_date,payment_date,invoice_amount,booking_amount,refund_date,refund_amount,kind
197435,2026-01-10,2027-01-10,2026-01-10,351.64,351.64,,0,Upfront
193684,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
195268,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
195294,2026-01-07,2027-01-07,2026-01-07,263.57,263.57,,0,Upfront
206954,2026-01-30,2027-01-30,2026-01-30,345.53,345.53,,0,Upfront
200038,2026-01-15,2027-01-15,2026-01-15,351.64,351.64,,0,Upfront
202522,2026-01-20,2027-01-20,2026-01-20,269.67,269.67,,0,Upfront
193799,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
201239,2026-01-17,2027-01-17,2026-01-17,351.64,351.64,,0,Upfront
195012,2026-01-07,2027-01-07,2026-01-07,433.61,433.61,,0,Upfront
198140,2026-01-11,2027-01-11,2026-01-11,345.53,345.53,,0,Upfront
198896,2026-01-12,2027-01-12,2026-01-12,339.02,339.02,,0,Upfront
192794,2026-01-03,2027-01-03,2026-01-03,345.53,345.53,,0,Upfront
202250,2026-01-19,2027-01-19,2026-01-19,433.61,433.61,,0,Upfront
198749,2026-01-13,2027-01-13,2026-01-13,351.64,351.64,,0,Upfront
206993,2026-01-30,2027-01-30,2026-01-30,269.67,269.67,,0,Upfront
195271,2026-01-07,2027-01-07,2026-01-07,345.53,345.53,,0,Upfront
195966,2026-01-08,2027-01-08,2026-01-08,351.64,351.64,,0,Upfront
201808,2026-01-18,2027-01-18,2026-01-18,433.61,433.61,,0,Upfront
212212,2026-02-13,2027-02-13,2026-02-13,345.53,345.53,,0,Upfront
195284,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
201410,2026-01-17,2027-01-17,2026-01-17,351.64,351.64,,0,Upfront
193688,2026-01-04,2027-01-04,2026-01-04,433.61,433.61,,0,Upfront
201831,2026-01-18,2027-01-18,2026-01-18,1233.36,1233.36,,0,Upfront
199172,2026-01-13,2027-01-13,2026-01-13,351.64,351.64,,0,Upfront
195285,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
192804,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
195286,2026-01-16,2027-01-16,2026-01-16,433.61,433.61,,0,Upfront
195013,2026-01-07,2027-01-07,2026-01-07,374.02,374.02,,0,Upfront
198224,2026-01-11,2027-01-11,2026-01-11,351.64,351.64,,0,Upfront
193642,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
195265,2026-01-07,2027-01-07,2026-01-07,339.02,339.02,,0,Upfront
195298,2026-01-07,2027-01-07,2026-01-07,339.02,339.02,2026-01-08,339.02,Upfront
199102,2026-01-13,2027-01-13,2026-01-13,374.02,374.02,,0,Upfront
195278,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
194383,2026-01-05,2027-01-05,2026-01-05,351.64,351.64,,0,Upfront
199564,2026-01-14,2027-01-14,2026-01-14,351.64,351.64,,0,Upfront
192914,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
212898,2026-02-15,2027-02-15,2026-02-15,345.53,345.53,,0,Upfront
201242,2026-01-17,2027-01-17,2026-01-17,351.64,351.64,,0,Upfront
192910,2026-01-05,2027-01-05,2026-01-05,351.64,351.64,,0,Upfront
195978,2026-01-08,2027-01-08,2026-01-08,433.61,433.61,,0,Upfront
194424,2026-01-05,2027-01-05,2026-01-05,269.67,269.67,,0,Upfront
194751,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
198162,2026-01-11,2027-01-11,2026-01-11,374.02,374.02,,0,Upfront
193962,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
196738,2026-01-09,2027-01-09,2026-01-09,351.64,351.64,,0,Upfront
206989,2026-01-30,2027-01-30,2026-01-30,351.64,351.64,,0,Upfront
202862,2026-01-23,2027-01-23,2026-01-23,339.02,339.02,,0,Upfront
193647,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
205584,2026-01-27,2027-01-27,2026-01-27,345.53,345.53,,0,Upfront
216776,2026-02-27,2027-02-27,2026-02-27,351.64,351.64,,0,Upfront
193789,2026-01-04,2027-01-04,2026-01-04,433.61,433.61,,0,Upfront
199094,2026-01-14,2027-01-14,2026-01-14,351.64,351.64,,0,Upfront
198754,2026-01-12,2027-01-12,2026-01-12,433.61,433.61,,0,Upfront
193683,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
194381,2026-01-05,2027-01-05,2026-01-05,351.64,351.64,,0,Upfront
195959,2026-01-08,2027-01-08,2026-01-08,427.5,427.5,,0,Upfront
192903,2026-01-03,2027-01-03,2026-01-03,1233.36,1233.36,,0,Upfront
214606,2026-02-21,2027-02-21,2026-02-21,263.57,263.57,,0,Upfront
198829,2026-01-12,2027-01-12,2026-01-12,351.64,351.64,,0,Upfront
200040,2026-01-15,2027-01-15,2026-01-15,269.67,269.67,,0,Upfront
203772,2026-01-23,2027-01-23,2026-01-23,351.64,351.64,,0,Upfront
209838,2026-02-06,2027-02-06,2026-02-06,345.53,345.53,,0,Upfront
202586,2026-01-20,2027-01-20,2026-01-20,351.64,351.64,,0,Upfront
192815,2026-01-03,2027-01-03,2026-01-03,345.53,345.53,,0,Upfront
206002,2026-01-28,2027-01-28,2026-01-28,269.67,269.67,,0,Upfront
195272,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
207608,2026-02-04,2027-02-04,2026-02-04,269.67,269.67,,0,Upfront
214613,2026-02-21,2027-02-21,2026-02-21,351.64,351.64,,0,Upfront
204256,2026-01-24,2027-01-24,2026-01-24,339.02,339.02,,0,Upfront
195290,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
197444,2026-01-10,2027-01-10,2026-01-10,374.02,374.02,,0,Upfront
195988,2026-01-08,2027-01-08,2026-01-08,374.02,374.02,,0,Upfront
205579,2026-01-27,2027-01-27,2026-01-27,374.02,374.02,,0,Upfront
206468,2026-01-29,2027-01-29,2026-01-29,345.53,345.53,,0,Upfront
202851,2026-01-21,2027-01-21,2026-01-21,339.02,339.02,,0,Upfront
193804,2026-01-05,2027-01-05,2026-01-05,351.64,351.64,,0,Upfront
202526,2026-01-20,2027-01-20,2026-01-20,455.98,455.98,,0,Upfront
194668,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
193620,2026-01-08,2027-01-08,2026-01-08,187.7,187.7,,0,Upfront
192923,2026-01-03,2027-01-03,2026-01-03,433.61,433.61,,0,Upfront
192809,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
192915,2026-01-03,2027-01-03,2026-01-03,433.61,433.61,,0,Upfront
198747,2026-01-13,2027-01-13,2026-01-13,351.64,351.64,,0,Upfront
195273,2026-01-07,2027-01-07,2026-01-07,339.02,339.02,,0,Upfront
198151,2026-01-11,2027-01-11,2026-01-11,351.64,351.64,,0,Upfront
196275,2026-01-08,2027-01-08,2026-01-08,351.64,351.64,,0,Upfront
194427,2026-01-05,2027-01-05,2026-01-05,455.98,455.98,,0,Upfront
193696,2026-01-04,2027-01-04,2026-01-04,339.02,339.02,,0,Upfront
210676,2026-02-08,2027-02-08,2026-02-08,433.61,433.61,,0,Upfront
201236,2026-01-17,2027-01-17,2026-01-17,351.64,351.64,,0,Upfront
195259,2026-01-07,2027-01-07,2026-01-07,269.67,269.67,,0,Upfront
193699,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
204141,2026-01-24,2027-01-24,2026-01-24,427.5,427.5,,0,Upfront
192895,2026-01-03,2027-01-03,2026-01-03,433.61,433.61,,0,Upfront
192810,2026-01-03,2027-01-03,2026-01-03,433.61,433.61,,0,Upfront
196737,2026-01-09,2027-01-09,2026-01-09,374.02,374.02,,0,Upfront
195279,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
195269,2026-01-07,2027-01-07,2026-01-07,345.53,345.53,,0,Upfront
198753,2026-01-12,2027-01-12,2026-01-12,351.64,351.64,,0,Upfront
192906,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
196748,2026-01-09,2027-01-09,2026-01-09,433.61,433.61,,0,Upfront
193796,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
192805,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
199541,2026-01-14,2027-01-14,2026-01-14,292.05,292.05,,0,Upfront
197491,2026-01-10,2027-01-10,2026-01-10,269.67,269.67,,0,Upfront
204332,2026-01-24,2027-01-24,2026-01-24,351.64,351.64,,0,Upfront
195281,2026-01-07,2027-01-07,2026-01-07,433.61,433.61,,0,Upfront
192106,2026-01-02,2027-01-02,2026-01-02,351.64,351.64,,0,Upfront
205217,2026-01-25,2027-01-25,2026-01-25,310.66,310.66,2026-02-05,310.66,Upfront
193662,2026-01-04,2027-01-04,2026-01-04,345.53,345.53,,0,Upfront
199168,2026-01-13,2027-01-13,2026-01-13,351.64,351.64,,0,Upfront
197445,2026-01-10,2027-01-10,2026-01-10,351.64,351.64,,0,Upfront
193788,2026-01-04,2027-01-04,2026-01-04,339.02,339.02,,0,Upfront
193694,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
205975,2026-01-28,2027-01-28,2026-01-28,269.67,269.67,,0,Upfront
211021,2026-02-09,2027-02-09,2026-02-09,374.02,374.02,,0,Upfront
198748,2026-01-12,2027-01-12,2026-01-12,351.64,351.64,,0,Upfront
216848,2026-02-28,2027-02-28,2026-02-28,351.64,351.64,,0,Upfront
205590,2026-01-27,2027-01-27,2026-01-27,351.64,351.64,,0,Upfront
195270,2026-01-07,2027-01-07,2026-01-07,345.53,345.53,,0,Upfront
199086,2026-01-16,2027-01-16,2026-01-16,351.64,351.64,,0,Upfront
207683,2026-01-31,2027-01-31,2026-01-31,433.61,433.61,,0,Upfront
198217,2026-01-11,2027-01-11,2026-01-11,433.61,433.61,,0,Upfront
193797,2026-01-04,2027-01-04,2026-01-04,339.02,339.02,,0,Upfront
211853,2026-02-14,2027-02-14,2026-02-14,351.64,351.64,,0,Upfront
202527,2026-01-20,2027-01-20,2026-01-20,269.67,269.67,,0,Upfront
202636,2026-01-20,2027-01-20,2026-01-20,351.64,351.64,,0,Upfront
192913,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
195288,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
198540,2026-01-11,2027-01-11,2026-01-11,374.02,374.02,,0,Upfront
192897,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
202582,2026-01-20,2027-01-20,2026-01-20,433.61,433.61,,0,Upfront
192790,2026-01-06,2027-01-06,2026-01-06,345.53,345.53,,0,Upfront
200676,2026-01-16,2027-01-16,2026-01-16,351.64,351.64,,0,Upfront
193793,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
193691,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
192901,2026-01-03,2027-01-03,2026-01-03,427.5,427.5,,0,Upfront
195277,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
213594,2026-02-18,2027-02-18,2026-02-18,345.53,345.53,,0,Upfront
193635,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
203767,2026-01-23,2027-01-23,2026-01-23,269.67,269.67,,0,Upfront
201814,2026-01-19,2027-01-19,2026-01-19,351.64,351.64,,0,Upfront
199641,2026-01-14,2027-01-14,2026-01-14,433.61,433.61,,0,Upfront
196740,2026-01-10,2027-01-10,2026-01-10,374.02,374.02,,0,Upfront
209142,2026-02-07,2027-02-07,2026-02-07,374.02,374.02,,0,Upfront
201244,2026-01-17,2027-01-17,2026-01-17,351.64,351.64,,0,Upfront
194681,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
204816,2026-01-25,2027-01-25,2026-01-25,433.61,433.61,,0,Upfront
197432,2026-02-04,2027-02-04,2026-02-04,374.02,374.02,,0,Upfront
195007,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
192892,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
210622,2026-02-07,2027-02-07,2026-02-07,269.67,269.67,,0,Upfront
195011,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
194675,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
195276,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
200649,2026-01-16,2027-01-16,2026-01-16,433.61,433.61,,0,Upfront
204322,2026-01-24,2027-01-24,2026-01-24,351.64,351.64,,0,Upfront
199092,2026-01-13,2027-01-13,2026-01-13,345.53,345.53,,0,Upfront
207678,2026-02-01,2027-02-01,2026-02-01,292.05,292.05,,0,Upfront
194683,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
195967,2026-01-09,2027-01-09,2026-01-09,433.61,433.61,,0,Upfront
194747,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
203199,2026-01-21,2027-01-21,2026-01-21,351.64,351.64,,0,Upfront
197433,2026-01-11,2027-01-11,2026-01-11,269.67,269.67,,0,Upfront
204824,2026-01-25,2027-01-25,2026-01-25,269.67,269.67,,0,Upfront
194753,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
199268,2026-01-13,2027-01-13,2026-01-13,351.64,351.64,,0,Upfront
196734,2026-01-09,2027-01-09,2026-01-09,351.64,351.64,,0,Upfront
201189,2026-01-16,2027-01-16,2026-01-16,433.61,433.61,,0,Upfront
195263,2026-01-07,2027-01-07,2026-01-07,345.53,345.53,,0,Upfront
205321,2026-01-27,2027-01-27,2026-01-27,433.61,433.61,,0,Upfront
194397,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
186989,2026-01-02,2027-01-02,2026-01-02,269.67,269.67,,0,Upfront
196743,2026-01-09,2027-01-09,2026-01-09,351.64,351.64,,0,Upfront
194752,2026-01-06,2027-01-06,2026-01-06,269.67,269.67,,0,Upfront
211018,2026-02-09,2027-02-09,2026-02-09,351.64,351.64,,0,Upfront
214566,2026-02-20,2027-02-20,2026-02-20,105.74,105.74,,0,Upfront
195418,2026-01-07,2027-01-07,2026-01-07,433.61,433.61,,0,Upfront
194362,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
195976,2026-02-06,2027-02-06,2026-02-06,427.5,427.5,,0,Upfront
195004,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
205996,2026-01-28,2027-01-28,2026-01-28,427.5,427.5,,0,Upfront
193692,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
189083,2026-01-27,2027-01-27,2026-01-27,345.53,345.53,,0,Upfront
195260,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
210706,2026-02-08,2027-02-08,2026-02-08,351.64,351.64,,0,Upfront
210292,2026-02-07,2027-02-07,2026-02-07,374.02,374.02,,0,Upfront
193809,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
193703,2026-01-05,2027-01-05,2026-01-05,351.64,351.64,,0,Upfront
209456,2026-02-18,2027-02-18,2026-02-18,351.64,351.64,,0,Upfront
194669,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
203717,2026-02-03,2027-02-03,2026-02-03,269.67,269.67,,0,Upfront
199540,2026-01-21,2027-01-21,2026-01-21,351.64,351.64,,0,Upfront
201890,2026-01-18,2027-01-18,2026-01-18,374.02,374.02,,0,Upfront
205322,2026-01-26,2027-01-26,2026-01-26,269.67,269.67,,0,Upfront
211540,2026-02-12,2027-02-12,2026-02-12,351.64,351.64,,0,Upfront
194376,2026-01-05,2027-01-05,2026-01-05,351.64,351.64,,0,Upfront
196708,2026-01-13,2027-01-13,2026-01-13,1033.36,1033.36,,0,Upfront
199084,2026-01-15,2027-01-15,2026-01-15,351.64,351.64,,0,Upfront
193807,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
195295,2026-01-07,2027-01-07,2026-01-07,339.02,339.02,,0,Upfront
195297,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
193701,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
194387,2026-01-05,2027-01-05,2026-01-05,351.64,351.64,,0,Upfront
201803,2026-01-20,2027-01-20,2026-01-20,351.64,351.64,,0,Upfront
194356,2026-01-05,2027-01-05,2026-01-05,351.64,351.64,,0,Upfront
197442,2026-01-11,2027-01-11,2026-01-11,351.64,351.64,,0,Upfront
204335,2026-01-24,2027-01-24,2026-01-24,351.64,351.64,,0,Upfront
216887,2026-02-28,2027-02-28,2026-02-28,433.61,433.61,,0,Upfront
194428,2026-01-05,2027-01-05,2026-01-05,833.36,833.36,,0,Upfront
199556,2026-01-14,2027-01-14,2026-01-14,433.61,433.61,,0,Upfront
201812,2026-01-18,2027-01-18,2026-01-18,351.64,351.64,,0,Upfront
194384,2026-01-05,2027-01-05,2026-01-05,269.67,269.67,,0,Upfront
197490,2026-01-10,2027-01-10,2026-01-10,351.64,351.64,,0,Upfront
199609,2026-01-29,2027-01-29,2026-01-29,269.67,269.67,,0,Upfront
197421,2026-01-10,2027-01-10,2026-01-10,1033.36,1033.36,,0,Upfront
195003,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
211858,2026-02-12,2027-02-12,2026-02-12,269.67,269.67,,0,Upfront
192802,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
195275,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
211035,2026-02-10,2027-02-10,2026-02-10,351.64,351.64,,0,Upfront
202584,2026-01-20,2027-01-20,2026-01-20,374.02,374.02,,0,Upfront
210288,2026-02-07,2027-02-07,2026-02-07,351.64,351.64,,0,Upfront
196719,2026-01-09,2027-01-09,2026-01-09,269.67,269.67,,0,Upfront
206955,2026-01-30,2027-01-30,2026-01-30,351.64,351.64,,0,Upfront
211030,2026-02-09,2027-02-09,2026-02-09,351.64,351.64,,0,Upfront
212568,2026-02-15,2027-02-15,2026-02-15,269.67,269.67,,0,Upfront
195274,2026-01-07,2027-01-07,2026-01-07,269.67,269.67,,0,Upfront
196721,2026-01-09,2027-01-09,2026-01-09,339.02,339.02,,0,Upfront
208897,2026-02-03,2027-02-03,2026-02-03,345.53,345.53,,0,Upfront
198149,2026-01-11,2027-01-11,2026-01-11,263.57,263.57,,0,Upfront
194386,2026-01-05,2027-01-05,2026-01-05,345.53,345.53,,0,Upfront
201243,2026-01-17,2027-01-17,2026-01-17,345.53,345.53,,0,Upfront
200660,2026-01-16,2027-01-16,2026-01-16,269.67,269.67,,0,Upfront
207752,2026-01-31,2027-01-31,2026-01-31,351.64,351.64,,0,Upfront
192908,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
198741,2026-01-12,2027-01-12,2026-01-12,351.64,351.64,,0,Upfront
195019,2026-01-07,2027-01-07,2026-01-07,269.67,269.67,,0,Upfront
195010,2026-01-10,2027-01-10,2026-01-10,1033.36,1033.36,,0,Upfront
207657,2026-01-31,2027-01-31,2026-01-31,374.02,374.02,,0,Upfront
193792,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
199544,2026-01-14,2027-01-14,2026-01-14,374.02,374.02,,0,Upfront
192921,2026-01-03,2027-01-03,2026-01-03,269.67,269.67,,0,Upfront
199173,2026-01-13,2027-01-13,2026-01-13,433.61,433.61,,0,Upfront
201248,2026-01-17,2027-01-17,2026-01-17,374.02,374.02,,0,Upfront
193648,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
200659,2026-01-16,2027-01-16,2026-01-16,433.61,433.61,,0,Upfront
197253,2026-01-09,2027-01-09,2026-01-09,269.67,269.67,,0,Upfront
200055,2026-01-15,2027-01-15,2026-01-15,1233.36,1233.36,,0,Upfront
193704,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
195289,2026-01-07,2027-01-07,2026-01-07,269.67,269.67,,0,Upfront
192816,2026-01-03,2027-01-03,2026-01-03,269.67,269.67,,0,Upfront
192807,2026-01-03,2027-01-03,2026-01-03,345.53,345.53,,0,Upfront
206429,2026-01-29,2027-01-29,2026-01-29,351.64,351.64,,0,Upfront
193812,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
192808,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
195293,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
193810,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
194655,2026-01-06,2027-01-06,2026-01-06,292.05,292.05,,0,Upfront
204810,2026-01-26,2027-01-26,2026-01-26,374.02,374.02,,0,Upfront
200688,2026-01-16,2027-01-16,2026-01-16,263.57,263.57,,0,Upfront
205269,2026-01-26,2027-01-26,2026-01-26,374.02,374.02,,0,Upfront
193539,2026-01-03,2027-01-03,2026-01-03,433.61,433.61,,0,Upfront
213873,2026-02-19,2027-02-19,2026-02-19,420.98,420.98,,0,Upfront
196714,2026-01-09,2027-01-09,2026-01-09,269.67,269.67,,0,Upfront
203291,2026-01-22,2027-01-22,2026-01-22,269.67,269.67,,0,Upfront
193800,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
192919,2026-01-03,2027-01-03,2026-01-03,433.61,433.61,,0,Upfront
194390,2026-01-05,2027-01-05,2026-01-05,433.61,433.61,,0,Upfront
192893,2026-01-03,2027-01-03,2026-01-03,345.53,345.53,,0,Upfront
194360,2026-01-05,2027-01-05,2026-01-05,269.67,269.67,,0,Upfront
202239,2026-01-21,2027-01-21,2026-01-21,351.64,351.64,,0,Upfront
209117,2026-02-03,2027-02-03,2026-02-03,351.64,351.64,,0,Upfront
192902,2026-01-03,2027-01-03,2026-01-03,345.53,345.53,,0,Upfront
208882,2026-02-03,2027-02-03,2026-02-03,263.57,263.57,,0,Upfront
200655,2026-01-16,2027-01-16,2026-01-16,374.02,374.02,,0,Upfront
192905,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
192907,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
195016,2026-01-07,2027-01-07,2026-01-07,292.05,292.05,,0,Upfront
194676,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
194422,2026-01-05,2027-01-05,2026-01-05,257.05,257.05,,0,Upfront
198824,2026-01-12,2027-01-12,2026-01-12,269.67,269.67,,0,Upfront
193700,2026-01-04,2027-01-04,2026-01-04,433.61,433.61,,0,Upfront
194755,2026-01-06,2027-01-06,2026-01-06,433.61,433.61,,0,Upfront
195986,2026-01-08,2027-01-08,2026-01-08,269.67,269.67,,0,Upfront
194746,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
195095,2026-01-07,2027-01-07,2026-01-07,257.05,257.05,,0,Upfront
192917,2026-01-03,2027-01-03,2026-01-03,433.61,433.61,,0,Upfront
197448,2026-01-10,2027-01-10,2026-01-10,269.67,269.67,,0,Upfront
193795,2026-01-06,2027-01-06,2026-01-06,269.67,269.67,,0,Upfront
202861,2026-01-21,2027-01-21,2026-01-21,269.67,269.67,,0,Upfront
196715,2026-01-09,2027-01-09,2026-01-09,351.64,351.64,,0,Upfront
194684,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
200658,2026-01-16,2027-01-16,2026-01-16,351.64,351.64,,0,Upfront
198225,2026-01-11,2027-01-11,2026-01-11,292.05,292.05,,0,Upfront
205638,2026-01-27,2027-01-27,2026-01-27,351.64,351.64,,0,Upfront
195006,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
197423,2026-01-10,2027-01-10,2026-01-10,269.67,269.67,,0,Upfront
193790,2026-01-04,2027-01-04,2026-01-04,263.57,263.57,,0,Upfront
199099,2026-01-13,2027-01-13,2026-01-13,374.02,374.02,,0,Upfront
199557,2026-01-14,2027-01-14,2026-01-14,351.64,351.64,,0,Upfront
197419,2026-01-11,2027-01-11,2026-01-11,351.64,351.64,,0,Upfront
208700,2026-02-02,2027-02-02,2026-02-02,269.67,269.67,,0,Upfront
194750,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
201290,2026-01-17,2027-01-17,2026-01-17,351.64,351.64,,0,Upfront
204268,2026-01-24,2027-01-24,2026-01-24,257.05,257.05,,0,Upfront
193803,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
196741,2026-01-09,2027-01-09,2026-01-09,351.64,351.64,,0,Upfront
211034,2026-02-10,2027-02-10,2026-02-10,455.98,455.98,,0,Upfront
195021,2026-01-07,2027-01-07,2026-01-07,427.5,427.5,,0,Upfront
194425,2026-01-05,2027-01-05,2026-01-05,269.67,269.67,,0,Upfront
195020,2026-01-07,2027-01-07,2026-01-07,269.67,269.67,,0,Upfront
205578,2026-01-27,2027-01-27,2026-01-27,345.53,345.53,,0,Upfront
186762,2026-01-03,2027-01-03,2026-01-03,269.67,269.67,,0,Upfront
204798,2026-01-25,2027-01-25,2026-01-25,292.05,292.05,,0,Upfront
200051,2026-01-15,2027-01-15,2026-01-15,374.02,374.02,,0,Upfront
198156,2026-01-11,2027-01-11,2026-01-11,269.67,269.67,,0,Upfront
204818,2026-01-25,2027-01-25,2026-01-25,292.05,292.05,,0,Upfront
199106,2026-01-13,2027-01-13,2026-01-13,374.02,374.02,,0,Upfront
203010,2026-01-21,2027-01-21,2026-01-21,420.98,420.98,,0,Upfront
201294,2026-01-17,2027-01-17,2026-01-17,351.64,351.64,,0,Upfront
200682,2026-01-16,2027-01-16,2026-01-16,374.02,374.02,,0,Upfront
203765,2026-01-23,2027-01-23,2026-01-23,345.53,345.53,,0,Upfront
201816,2026-01-18,2027-01-18,2026-01-18,455.98,455.98,,0,Upfront
201885,2026-01-18,2027-01-18,2026-01-18,351.64,351.64,,0,Upfront
200687,2026-01-16,2027-01-16,2026-01-16,351.64,351.64,,0,Upfront
212446,2026-02-13,2027-02-14,2026-02-13,351.64,351.64,,0,Upfront
200654,2026-01-16,2027-01-16,2026-01-16,269.67,269.67,,0,Upfront
215778,2026-02-25,2027-02-25,2026-02-25,433.61,433.61,,0,Upfront
213877,2026-02-20,2027-02-20,2026-02-20,351.64,351.64,,0,Upfront
208876,2026-02-04,2027-02-04,2026-02-04,433.61,433.61,,0,Upfront
200677,2026-01-16,2027-01-16,2026-01-16,269.67,269.67,,0,Upfront
197498,2026-01-10,2027-01-10,2026-01-10,351.64,351.64,,0,Upfront
196709,2026-01-09,2027-01-09,2026-01-09,351.64,351.64,,0,Upfront
195025,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
204817,2026-01-25,2027-01-25,2026-01-25,433.61,433.61,,0,Upfront
195008,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
195024,2026-01-07,2027-01-07,2026-01-07,269.67,269.67,,0,Upfront
197446,2026-01-10,2027-01-10,2026-01-10,269.67,269.67,,0,Upfront
196695,2026-01-09,2027-01-09,2026-01-09,351.64,351.64,,0,Upfront
199551,2026-01-14,2027-01-14,2026-01-14,269.67,269.67,,0,Upfront
208649,2026-02-02,2027-02-02,2026-02-02,269.67,269.67,,0,Upfront
205576,2026-01-27,2027-01-27,2026-01-27,269.67,269.67,,0,Upfront
195096,2026-01-07,2027-01-07,2026-01-07,433.61,433.61,,0,Upfront
199093,2026-01-13,2027-01-13,2026-01-13,269.67,269.67,,0,Upfront
205642,2026-01-27,2027-01-27,2026-01-27,351.64,351.64,,0,Upfront
